INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
566,Gays are dangerous: they are spreading AIDS all around the world because they are promiscuous and fornicate with strangers!,"Only questionnaires and history of sexual contact should identify a donor as safe or unsafe, not their sexual preferences.",LGBT+,V1
2324,Gays are just a bunch of disgusting pricks who should be banned from our world.,"We are the greatest, most advanced, most wonderful civilization on the face of the planet, thinking that amongst us we have to ban someone would be foolish.",LGBT+,V4
4373,Gay men are a burden on society because of their lifestyle choices.,Why do you think this way about a certain group? There are so many ways to live life.,LGBT+,V6_lab
2585,Gays are just a bunch of disgusting animals. They should be ashamed of their existence.,"Homosexuality is not a disease, it is an individual experience. No one should be told to be ashamed of their life.",LGBT+,V5
3569,Gays are a bunch of perverts who should be isolated and restricted to their own communities. They are a threat to us.,"Why do you say that? Are you saying that all homosexuals are a threat to society, or are you just saying that they are different from other people? Because having a particular sexual orientation doesn't coincide with 'being a threat'.",LGBT+,V6_kc
4380,Children shouldn't be raised by lesbians! They will bring up the worst in us!,Why do you say this? Why not focus on creating more inclusive societies rather than targeting the children of LGBT+ parents?,LGBT+,V6_lab
4560,Gays are perverts.,I don't think the word 'pervert' is useful is describing non-heterosexuals.,LGBT+,V6_mix
532,Gays are just sick. It is an abomination,Homosexuality is not a disease. The World Health Organization has eliminated it from the list of diseases many years ago.,LGBT+,V1
1335,The gays are insane. They should go back to the closet.,I do not know why you would describe gay people as insane. If you were told to go back in the closet you would probably go insane too.,LGBT+,V2
4574,Homosexuality is a disease.,"Homosexuality is a sexual orientation, predjudice is sickness which afflicts society.",LGBT+,V6_mix
684,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,Disagreement with facts does not necessitate their removal from curricula.,LGBT+,V1
1052,All homosexuals are trying to undermine the family by trying to impose their sexual preferences.,"Thus far, people of various sexual orientations have attempted suicide twice as often as heterosexuals. Among youth, the number of those that seriously contemplate suicide is almost three times the rate of heterosexuals. LGBT youth are almost five times as likely to have attempted suicide compared to heterosexual youth. Tell me honestly: who do you think is imposing sexual orientation on who?",LGBT+,V2
3587,Gay men are sick.,"I'm sorry, but your words seem to me to be very harsh. If you want to talk about someone with a different sexual preference, why don't you do it with respect?",LGBT+,V6_kc
1338,You better be careful who you vote for. My gay 'friends' vote against us. We must stand up to them!,What 'we' means? Are you saying that every gay person you know should vote against you? Or do you think some of us identify as LGBT?,LGBT+,V2
4930,"gay men are unnatural, they abuse their anus.","The sad truth is that homosexuals are more likely to abuse drugs and alcohol (as a reaction to homophobia, discrimination, or violence they experienced).",LGBT+,V6_mix
1135,Faggots are ruining this country. They must go away!,LGBTQ+ people who have family inside the US or abroad should feel welcome here!,LGBT+,V2
2117,"All transgenders should leave our country, they are just a burden to society",All people should have the right to live their lives according to their feelings. They are entitled to their personal beliefs and opinions.,LGBT+,V4
4570,Gays are just disgusting: why don't they just stop being faggots?,I don't think it is a good idea to suggest that homosexuality is a choice. What if your child were to come out as gay? This is a very serious issue.,LGBT+,V6_mix
4773,"Gays are sick, they are an abomination.","Let us be honest, are you aware of all the risks that can come from disparaging a sexual preference that you do not like?",LGBT+,V6_mix
693,"LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school, they'll end up being bullied.",Children in classes that included LGBT content reported less harassment than children in classes without it. (https://tcf.org/content/commentary/can-education-reduce-prejudice-lgbt-people/?agreed=1),LGBT+,V1
3059,These sodomites have no place in a free country,You have a very limited concept of what 'free' means!,LGBT+,V6_sbf
3234,Gays are just a bunch of disgusting animals trying to ruin other animals' lives.,"Being gay is not a problem, being homophobic is.",LGBT+,V6_sbf
683,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,"This depends on whether you consider gender identity and sexual orientation to be factual or not; it isn't simply an 'idea' or 'belief', but a fact of life.",LGBT+,V1
2512,Gays are perverts.,Why do you think it is a crime to be gay? It is a societal disorder to target gays.,LGBT+,V5
4375,Gays are just a bunch of disgusting pricks. They shouldn't be allowed to live.,"They are a part of our society and are not disgusting pricks. We are a proud and diverse civilisation, and this is only possible when there is love and acceptance.",LGBT+,V6_lab
2818,I bet gays are ashamed of the horrible things they do in private.,"In our societies, people are no longer afraid to openly talk about gay or lesbian love. Gay people are not ashamed to be gay, they just want to be accepted.",LGBT+,V5
83,I tolerated fag pride. I tolerated fags on tv and in every town square. I draw the line at tranny demons reading books to children. (about drag queen story time),"I can't say I've ever come across 'fag pride'. Gay pride or LGBT+ pride, perhaps?",LGBT+,V1
2110,"This is not acceptable, to have all this faggots spreading HIV, it's not ok to tolerate this: we have to eradicate them.","It's about time we do more to prevent and assist people suffering from HIV/AIDs, not to stop people from freely living their love life.",LGBT+,V4
3237,Faggots: They are the problem. Luckily they are few.,Perhaps it is time you take a look at some of the profiles on dating site such as okcupid. You can see that many of the profiles are of gay men. BTW: gays do not appear to be the real problem here.,LGBT+,V6_sbf
3235,lesbian women are unwanted,"Why don't you want to get to know people? Give them a chance. And if it makes you happy, then experience it!",LGBT+,V6_sbf
3353,The gender we were born into is male or female. We can't change our bodies.,"I don't think so. We are not born believing in gender. And I don't think it is a ""burden"" to society if some people wish to change their bodies. And this isn't about being ""manly"" or ""femine"" either, I just think it is a matter of living our own lives.",LGBT+,V6_sbf
4944,Gay pride is so awkward.,"I think you are talking about the parade, not about the people. Are you?",LGBT+,V6_mix
437,"Fagshit, two men cannot replace a father and a mother",Imagine a child alone in an orphanage. Don't you think he would rather be loved by two people of the same sex than having no parents at all?,LGBT+,V1
4581,Gay men are promiscuous.,Gay men are not promiscuous. To suggest otherwise is to be grossly generalistic. How many gay men do you know?,LGBT+,V6_mix
2106,Queers are the problem. We heterosexuals are not.,"Just because someone identifies as lesbian, gay or bisexual doesn't make them a problem. Maybe you should try just to walk in their shoes.",LGBT+,V4
3049,Allowing transgenders to use the toilet is a man's business,"If they simply identify as men, then surely it is a man's business.",LGBT+,V6_sbf
4352,Homosexuals are trying to impose their ideas on us.,Homosexuals are not forcing anybody to love people of the same sex. It is up to each individual to decide whether or not they want to live as they choose.,LGBT+,V6_lab
1143,Gays are worse that nukes. They like to force their beliefs on others.,"Well, since you are very scared, I am sure you have some examples on when some gay tried to convince you to join their side. I would be interested in hearing that.",LGBT+,V2
4144,"This is not the way I want our society to be. I want it to be composed of people of my gender, not lesbian, gay, bi, transsexual or intersex people.","The LGBT+ community is extremely accepting, I met so many LGBT+ people over the years that are so inclusive because they can accept the values of others. You can start by accepting yourself and your own gender.",LGBT+,V6_lab
4757,Gay marriage is a way to bring back slavery and oppression.,Why do you think it would bring back slavery and oppression? What exactly is the connection between the marriage of homosexual people and the oppression you are talking about?,LGBT+,V6_mix
567,Faggots are perverts and want to indoctrinate our children. Let's ban them from schools!,"A ban for gay men merely propagates homophobic stereotypes, and so are you with what you are suggesting.",LGBT+,V1
4941,Gays are some kind of devil worshippers. We shouldn't have them here.,Why do you think it's right to ban someone for being gay? This is an individual preference and you cannot base a law on sexual orientation.,LGBT+,V6_mix
4761,"I think I heard on the news yesterday that trans women are a problem in the US. Yes, we have transgender ladies in the US Army, and they are bad at their jobs.","Just because there are people who identify as trans, it does not mean that every person who is trans is a woman. That is a myth perpetuated by people who don't know anything. Can you prove that trans women are bad at their job?",LGBT+,V6_mix
2332,"Gay perverts are a danger to children because of their lifestyle choices, involving raping children.","It is not true that this ""lifestyle choice"" means being gay. And rape is a crime issue, not a lifestyle one.",LGBT+,V4
2111,Gays are sick. They should be isolated.,So you think that sexual preference should be decided on the basis of the gender we were born into? How can we be friends when we continue to teach our children to love or not to love people on the basis of their personal sexual preferences?,LGBT+,V4
429,Two men do not constitute a family,Shouldn't the important thing be the happiness of the child? Personally I would be happier to have two people who love me unconditionally rather than having only one or none at all.,LGBT+,V1
4149,Gays are a burden to society.,"It is not true that gays are a burden to society. On the contrary, many LGBT people are contributing members of our society. This is why we need a safe space for everyone to feel accepted.",LGBT+,V6_lab
3360,gay people are just a bunch of disturbed animals who should not exist in a modern society.,Homosexuality is not a mental disorder and has nothing to do with social problems. It is just a human sexual orientation among many.,LGBT+,V6_sbf
3337,Gay men engage in anal sex and they must be condemned.,"Anal sex can't be ostracized. If we consider the sexual activities of all people, then any person practicing anal sex should be blamed, following your reasoning.",LGBT+,V6_sbf
3355,"Faggots are perverts and sinners, we need to track them down and save them.",You are entitled to your personal beliefs but I do not think that being gay is a something to be persecuted for.,LGBT+,V6_sbf
4139,We should justify hatred when it is against faggots.,"I'm sorry, but we should aim for tolerance instead. It means giving the LGBT+ people the space to live as they want, and to love as they want.",LGBT+,V6_lab
581,Gays are dangerous: they are spreading AIDS all around the world because they are promiscuous and fornicate with strangers!,"Age, Race, and Gender are categories that take precedence over Homosexuality. This is since such categories include both homosexual & heterosexual individuals; and are therefore higher risk categories than Homosexuality alone...",LGBT+,V1
3561,Gays are a burden to society because of their unnatural inclination and romantic feelings.,"This is not true. If a claim is based on facts, then it must be true. If you just talk of stereotypes, then you won't go very far.",LGBT+,V6_kc
1613,"There should be laws to punish those LGBT people, they are just creating troubles.","Homosexuals are often persecuted for who they love, which is their own right. This is why the laws and punishments that you suggest are unjust.",LGBT+,V3
4942,Gays are some kind of devil worshippers. We shouldn't have them here.,How do you know that they are practicing devil worship?,LGBT+,V6_mix
571,Allowing gays to donate blood compromises patient safety because they are having unprotected anal sex all the time.,"Did you know that women also engage in unprotected 'anal sex'? Additionally, approximately 2% of heterosexual men have admittedly had a same sex partner, and 39% of homosexual men have had sex with a partner of the opposite sex. Therefore, it cannot be ignored that heterosexual are correlatively high risk.",LGBT+,V1
3776,"Gay sex is a disease, and fags are sick.",And you think this is a disease! What if it is just an 'unusual experience'?,LGBT+,V6_kc
917,I wish I live in a country that does not tolerate gay marriage.,"Marriage should be a choice for all, irrespective of the gender of partners..",LGBT+,V2
2105,I did not know the faggots were given the permission to still exist. They should be suppressed.,"I'm not sure you've noticed that LGBTI+ people are increasingly being the victims of violence, hate crime and discrimination. Why are youu encouraging this?",LGBT+,V4
4768,Lesbians are basically child molesters.,"Rape is always a crime but is not related to sexual orientation, nor gender. Most women are not child molesters, and most men are not child molesters either.",LGBT+,V6_mix
697,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,Having this information better equips individuals to deal with issues concerning gender and be aware of their own intent and opinions that are rooted in gender and gender bias.,LGBT+,V1
4547,Gays are all perverts who practice depravity.,You are wrong: it is not true that 'all homosexuals are perverts'. It is simply a person's personal experience to love who they love.,LGBT+,V6_mix
4141,Gays are just an abomination to God.,"I think it would be best to respect our differences and live in peace, as we do not all share the same sexual orientation, or the same misinterpretation of God's perspective.",LGBT+,V6_lab
3358,Gays are nazis.,I don't think anyone can be homosexual and a nazi.,LGBT+,V6_sbf
436,"Fagshit, two men cannot replace a father and a mother","There are fathers and mothers who abandon their children. Why should you bother about those who left you alone? It's much better to have the love of two adoptive parents, people who love you regardless of their gender.",LGBT+,V1
926,Faggots are poisoning our children minds with their filthy depravity.,Isn't this just equating homosexuality and pedophilia? How can this be allowed? This is about intolerance and prejudice spreading it's negative influence throughout all parts of our society.,LGBT+,V2
3584,I hate those faggots.,"Even if personally you are not homosexual, I think it's important to point out that this does not justify discrimination.",LGBT+,V6_kc
2114,Gays are a cancer: they must be segrated and excised from our existence.,Just because a group is different from you in one way or another does not make them incompatible with you.,LGBT+,V4
4552,The best way to deal with homophobia is to legalize it. Take away gay people's rights and replace them with none.,LGBT+ people are just as welcome in heterosexual communities as in other communities. Maybe we should take away discrimination instead.,LGBT+,V6_mix
3060,Gays are just hating animals.,Just because you disagree with their sexuality doesn't mean you have a right to hate on them.,LGBT+,V6_sbf
2830,Faggots are a burden to society.,"The oppression of the gay community has become a problem. People deserve respect, regardless of their sexual preference.",LGBT+,V5
3578,"Faggots make me angry, why don't we delete them?","They are human: no matter what their sexual orientation is, they have the right to spend time living their life as they wish.",LGBT+,V6_kc
3228,gay men aren't real men,"Your concept of what it is to be a 'real man' seems extremely limited.They are people with whom we can - and must - live in harmony and as equals, not as third class citizens.",LGBT+,V6_sbf
4022,Gays are a problem in our society.,"We are all born equal in the eyes of God, but not all seem to be happy with that. We cannot allow those who don't want to change to ruin our society.",LGBT+,V6_lab
1517,Gays are diseased.,This is only true if you want to believe that homosexuals are diseased. I don't.,LGBT+,V3
688,There are teachers with personal or political LGBT biases and they will end up causing more harm than good.,"Slippery Slope Fallacy. The solution is not to avoid trying, even though there could be negative effects. If it was mandated that children should be taught about gender identity / sexual orientation, but there were teachers which allowed personal bias to interfere with that, then the issue becomes how to prevent those teachers from doing so. This does not mean it's a 'bad idea' to pass such a mandate.",LGBT+,V1
2587,"I hate LGBT people. Queers makes me fucking laugh. You can be a woman, a gay, a vegetarian, you can be anything you want to be called! I want to be called King, where is my crown?","Queers, in my opinion, are simply people who want to feel welcome in our society. They should not be subjected to discrimination. And you can get your crown as well.",LGBT+,V5
4935,We should not love gays. They should be removed from their families.,"Imagine that someone were to tell you that you cannot love your mom, that she has to go away. What would you do? Do you think it's a disgrace to love someone? Maybe you should spend some more time with your family. Love is love.",LGBT+,V6_mix
2515,All gay are paedophiles.,I think this statement is hurtful to LGBT+ people. How about you explain it?,LGBT+,V5
3592,All homosexuals are criminals.,"Homosexuality is not a crime. It is a sexual preference. There exist people who are gay and who aren't, just as there exist people who are homophobic, and people who aren't.",LGBT+,V6_kc
574,Allowing gays to donate blood compromises patient safety because of their sexual behavior that spreads diseases such as HIV.,"Did you know that out of people receiving HIV care (for example in the UK), 48% were exposed through sex between a man and a woman, and 47% were exposed through sex between men? The fact is that heterosexual HIV transmissions outweigh those between homosexuals, and yet heterosexual people are not banned from donating blood. [link]",LGBT+,V1
2812,All gay people are criminals. They are unfit to be in a free society.,"This is just a myth spread by the so-called 'anti gay' movement. They are trying to create a climate of fear by using this unjustified arguments, but it is not helping to build a more just society.",LGBT+,V5
583,Allowing gays to donate blood compromises patient safety because of their sexual behavior. We should stop them.,"You know what? We can also grade blood packs based on their ""risk"". This allows the optional use of high-risk blood in case of a shortage.",LGBT+,V1
2593,No one should be allowed to accept LGBT people.,"If you don't accept LGBT people, you won't easily find other ways to accept that society is made by diverse people all capable of love.",LGBT+,V5
4562,Homosexuals are promiscuous and usually have sex with as many as 10 different partners a week.,"Who have you been spying on? Not all homosexuals have multiple partners. Some find it fulfilling to have only one sexual partner. And that is valid for heterosexuals, too.",LGBT+,V6_mix
3233,gay men are only about sex,Sex is a positive for all human beings. We should try to promote equality.,LGBT+,V6_sbf
4758,"We should deport all the gay people, they are all criminals.","People are free to choose to live where they are born, and we shouldn't try to impose our values on them.",LGBT+,V6_mix
3586,Gay men are a danger to children.,Please note that statistics from around the world clearly show that homosexuality is not a danger to children.,LGBT+,V6_kc
2801,"We have to stop homosexuals, they're all rapers.",This is a myth which was created by anti-gay activists to demonise LGBTI people. To equate LGBTI people with paedophiles is just dangerous propaganda.,LGBT+,V5
1138,What is the point of loving someone if you cannot love in a heterosexual way?,"Love is a state of mental and emotional balance, and the person which makes you feel this way can't be chosen. There is no reason for which heterosexual love should be preferable to other ways of loving.",LGBT+,V2
4035,Gays are worse than nukes. They are our enemies.,"All people, regardless of race, religion, gender, sexual orientation, should have the right to live together in peace and safety, as long as they do not put their fellow citizens at risk.",LGBT+,V6_lab
4162,"Faggots are inacceptable and they should either hide themselves or be banned from public places: work, school, maybe also family.","To tell a parent, a teacher, or a boss that you are different is a very difficult thing to do. Often there is fear that the family members and coworkers may have an attitude of exclusion and hatred. People living openly in their sexuality should be respected.",LGBT+,V6_lab
2113,Gays are sick. They should be isolated.,"Homosexuality is not a disease, it is a behavioral preference, and it is ok to love others of the same sex.",LGBT+,V4
3873,Faggots are violent.,"I don't think this is true. Homosexuals are not violent, they are just having a good time with all kinds of people.",LGBT+,V6_kc
3038,Trans people should not have the right to change their gender on identity card.,Since when? It's everyone's right to choose with what gender to identify with.,LGBT+,V6_sbf
3571,Faggots are an abomination and should be deleted.,"Should any human being be deleted, just because you don't want them to be here?",LGBT+,V6_kc
59,I tolerated fag pride. I tolerated fags on tv and in every town square. I draw the line at tranny demons reading books to children. (about drag queen story time),"People reading stories to children, teaching them about the world?",LGBT+,V1
920,"According to the Bible, then gays are an abomination to God.",The Bible clearly teaches that everyone is born equal in dignity with the Lord.,LGBT+,V2
1048,Marriage is between a man and a woman. We must stop this LGBT perversion.,"Even if LGBT+ love does not fall under your definition of marriage, they should be allowed to be happy and happy together. Not forced to live apart or segregated.",LGBT+,V2
1595,An individual that is a homosexual is against society.,Your statement implies a definition of 'society'.that fails to reflect reality.,LGBT+,V3
4186,Migrants steal our jobs.,Most migrants are workers who have contributed to our country. To refer to them as thieves just perpetuates division and makes them feel like second class citizens.,MIGRANTS,V6_lab
2130,The West has been attacked by immigrants. They are our enemies.,Immigrants have become part of our culture. We must remember that they are European as well.,MIGRANTS,V4
1520,I do not want migrants.,We are not the only ones who are suffering from the refugee crisis.,MIGRANTS,V3
4594,"Immigrants look like monkeys, maybe they are?",I don't see how coming from another country makes them any less human.,MIGRANTS,V6_mix
4205,We cannot welcome more migrants in the future.,"Why not? These immigrants are not a threat to us. If we were to accept them, they would be a contributing part of our society.",MIGRANTS,V6_lab
659,"Multiculturalism is the death of western societies, we should stop this invasion before it's too late.",Monocultural nations struggle to grow. Being open to different cultures helps the nation to expand and thrive.,MIGRANTS,V1
488,More than half of the prisoners in our jails are foreigners,"I've never been able to find any evidence for this assertion, although it gets repeated regularly.",MIGRANTS,V1
1482,"Syrians do not value life, they are merciless assassins trying to conquer richer countries.",Maybe considering that many Syrians fled their homeland in search of safety will change your mind.,MIGRANTS,V2
331,Immigrants are entering the U.S. just to obtain welfare and other benefits.,"Apart from very few exceptions (such as medical care for victims of human trafficking), undocumented immigrants are not eligible for federal public benefits. In addition, there is a paradoxical situation in which Social Security is often deducted from the paychecks of immigrants with lawful status, but they cannot access those benefits they pay for.",MIGRANTS,V1
4612,Immigrants are somehow inferior to whites because they come from inferior countries.,"A person's background is their own, and you do not have to be of that background to respect them.",MIGRANTS,V6_mix
2612,"We need to stop immigrants, they are going to cause conflicts in our society.",Why are you sure that new immigrants are incompatible with our society?,MIGRANTS,V5
312,Immigrants bring crime and violence to our cities.,"Recently, public figures have accused immigrants of being “killers” and “rapists,” - bringing crime to the U.S. - without proof. In fact, studies have shown that immigrants - regardless of their origin, immigration status, or education level - are less likely than nativeborn citizens to commit crimes or become incarcerated. According to the U.S. Chamber of Commerce, while the percentage of immigrants in the U.S. (both documented and undocumented) increased sharply between 1990 and 2010, the violent crime rate during the same period plummeted 45 percent and the property crime rate dropped by 42 percent. Studies have consistently found that there is a negative correlation between levels of immigration and crime rates. Other studies have also found that crime rates are lower in states with higher immigration growth rates, and that states with larger shares of undocumented immigrants tend to have lower crime rates than states with smaller shares.",MIGRANTS,V1
491,More than half of the prisoners in our jails are foreigners,Many Italians serve their sentences under house arrest. Foreigners without a permanent residence cannot.,MIGRANTS,V1
4953,migrants take our jobs,"If we worked more closely with migrants, we could create new jobs.",MIGRANTS,V6_mix
2618,These white sheep steal our jobs and our wealth. A migrant is either a true criminal or a legal robber of wealth.,Sometimes those who work hard are hard to find in the news. We should remember that in the end the contribution of new cultures to ours is remarkable.,MIGRANTS,V5
2523,"We can't have mestizos in, we can't coexist with millions of immigrants that will destroy our culture.","Even in countries such as Italy, in which migration has been present for centuries and there is a lot of cultural fragmentation, there is still a strong sense of identity and culture, based on solidarity. So, migration is not an issue.",MIGRANTS,V5
157,"I don't know about you, but I have no idea where to put these migrants. All they can do is do miserable jobs or steal pensions from us old people.",Migrants need help. They flee to find better living conditions and I think our country is suited to their needs.,MIGRANTS,V1
2032,"Immigrants steal our jobs, they're not qualified, they're not interested in improving our lives.","Well, if we aren't interested in their lives, why should they be interested in ours?",MIGRANTS,V4
3914,We must put a stop to migrants and ban them from EU.,"Migrants are fleeing from war and poverty. They are entitled to seek refuge in the EU. They should be protected, not banned.",MIGRANTS,V6_kc
4181,"We can be tolerant and diverse also without migrants. We don't need them for this, they can return to their home countries.",There is nothing 'tolerant and diverse' about creating divisions based on nationality and place of birth.,MIGRANTS,V6_lab
4614,Immigrants steal our jobs.,"This is not true, if they deserve it, they can be hired as anyone else. They do have the right to be here, and to work in the free market.",MIGRANTS,V6_mix
365,migrants steal our jobs,"If a refugee works in our country, he contributes to the wealth of the community, including the jobless.",MIGRANTS,V1
3618,"The world would be a better place without immigrants, we would be a lot better off without them.","Why? Because without immigrants you think you would be in a more hospitable place to live? I tell you this: if we didn't have open borders, then there would be no migration, but also there would not be trade and progress, and we wouldn't be living in the 21st century.",MIGRANTS,V6_kc
1490,"Damn, if we had stronger borders between countries, we wouldn't have so many immigrants!","Migrants come to receive education, work, participate in society, and take care of themselves. Why would we want to prevent that?",MIGRANTS,V2
3602,"Do we really want all these migrants invading our country? They are taking our country backwards, we need to stop them.","We have always been a nation of immigrants, and it is a proud tradition to welcome immigrants from around the world. This is because we give value to human rights.",MIGRANTS,V6_kc
150,The overcrowd at migrant detention centers for illegals is also caused by the liberal left. Illegal immigrants have no right to be in your country and they should be taken back.,"The problem here is not whether they should or shouldn't come, but it's about how they're getting treated while in detention. It wouldn't be bad to put them in temporary detention humanely.",MIGRANTS,V1
514,"Only 8% is a real refugee, others are illegal.","The figure of 8% on asylum seekers is real. I understand the point, but there are different types of international protection that increase the number of those entitled.",MIGRANTS,V1
2139,"All foreigners in the UK shouldn't have the right to live and work in the UK, because of where they come from.","But they have these rights and so are encouraged to live and work in the UK, if they want to and if they respect our laws.",MIGRANTS,V4
4947,migrants steal our jobs,"If our workers are either not able or not willing to do the jobs that we need, then those jobs should be done by someone else (i.e. migrants).",MIGRANTS,V6_mix
315,Immigrants bring crime and violence to our cities.,"Did you know that the crime rates are lower in states with higher immigration , and that states with larger shares of undocumented immigrants tend to have lower crime rates than states with smaller shares? It seems that, contrary to your claims immigrants bring law and order to the U.S.!",MIGRANTS,V1
2846,We should ban all migrants.,"It is difficult to see how banning migration would be a good thing, in fact it would actually lead to disastrous results.",MIGRANTS,V5
352,Undocumented immigrants sneak across the border with Mexico.,Current estimates suggest that between one third and one half of undocumented immigrants have overstayed their visas. That means that they entered the U.S. with lawful documentation and only later became illegal.,MIGRANTS,V1
3070,Foreigners are literally flooding into our country. Their every action must be monitored and recorded by the police.,"We are fortunate to live in a country where the vast majority of people have open hearts and minds. Immigrants are part of our country, as opposed to what you say.",MIGRANTS,V6_sbf
410,migrants steal our jobs,Do you believe that those who hire a migrant instead of an Italian do it because of an innate goodness or to profit from it?,MIGRANTS,V1
4180,Rape is a common and endemic problem in our country. It is caused by migrants and we must get rid of it by prosecuting all of them.,"Rape is an offence, irrespective of the nationality of the rapist. We must therefore make sure that those accused of rape are prosecuted, which is different from prosecuting all migrants.",MIGRANTS,V6_lab
3399,Immigrants living in america is worse than them dying.,"Refugees have fled wars and persecution. We are a huge help for them and they are, in turn, a help to our country.",MIGRANTS,V6_sbf
1291,"We are ruled by mongrels, we are slaves and will be slaves forever. We are the victims of a conspiracy aiming at replacing us.","There is no such thing as a ""mongrelisation"" of our country caused by immigrants. We should see foreigners as a part of our culture, and know that the majority of immigrants in this country are here for economic reasons.",MIGRANTS,V2
304,"Immigrants are overrunning our country, and are here illegally","Today immigrants make up approximately 13% of the total U.S. population. From 1900 to 1930, immigrants made up between 12% and 15% of the population, and similar spikes occurred in the 1850s and 1880s. During those periods they helped to build the thriving and diverse country we live in today, and there is no evidence that now it will be any different.",MIGRANTS,V1
413,migrants steal our jobs,"The entrepreneurs who hire them, however, are Italian and often resort to illegal work, not paying taxes. We should perhaps better control who makes money and speculates on the skin of these people, thus creating damage to all of us, regardless of nationality.",MIGRANTS,V1
4617,Migrants are a burden to the host country.,"Many European countries offer generous benefits to attract foreign workers, and this is a source of pride and prosperity for many of them.",MIGRANTS,V6_mix
2362,"Immigrants break our rules, they can't even keep their house clean. They are not welcome here, they are not worth our time.",We live in a free country and everyone has the right to respect others private lives.,MIGRANTS,V4
166,"For all the people who believe that without migration NHS cannot do it, I would like to tell you that we have already done it in history! (precisely before the 90s and before Tony Blair)","Migration has always been part of the history of humanity and even the British, when they needed it, invited people to migrate. Right now, social media and news programs make it seem like a scandal, putting all foreigners in a bad light.",MIGRANTS,V1
3245,We are being invaded by illegal immigrants,"Not only are they not invading us, they are not even illegal immigrants.",MIGRANTS,V6_sbf
3097,Immigrants are bringing diseases and crime to our country.,"Instead, immigrants are healthy and contribute to our society. Do you have any evidence of the contrary?",MIGRANTS,V6_sbf
403,migrants steal our jobs,"If you mean that they accept lower wages than Italians, then don't you think that the real problem is the dishonesty of those who offer such wages, exploiting them?",MIGRANTS,V1
4809,"I don't care about the color of people's skin, if you're from around the world you can't have your say in the EU.","It is not about nationality, it is about living in the EU and contributing to its development.",MIGRANTS,V6_mix
1102,They are invading our country. They are rapists and murderers.,"Is it true that violence rates are actually decreasing? Or is it just a statistical anomaly? Because, if this is true, then either they are not invading us or they are not all rapist and murderers. Tertium non datur.",MIGRANTS,V2
381,migrants steal our jobs,Some migrants create jobs for Italians.,MIGRANTS,V1
3632,The children of immigrants are less educated than their native peers.,What do you mean by 'less educated'? Don't you think that they can contribute to society if accepted rather than being faced with prejudice?,MIGRANTS,V6_kc
3248,migrants rape our women,Statistics show that there is a difference between the reported rape of a person by a migrant and the actual rape cases among native born people. The latter are always under-reported.,MIGRANTS,V6_sbf
4588,Immigrants contribute nothing to society.,"The contribution of immigrants to our country is huge, because they help to create new jobs and create new wealth for us.",MIGRANTS,V6_mix
4610,"I do not like migrants, they are just a bunch of criminals and sex offenders.","This is not supported by any evidence. Whether or not you feel that way about migrants, they should be treated just like you would treat any other person.",MIGRANTS,V6_mix
554,migrants rape our women.,"Unfortunately, violence against women is a social plague without colour. You think most of the rapes in Italy are committed by Italian men, who are often their partners.",MIGRANTS,V1
1273,"We do not want migrants here but if they have to work, why should we pay for their homes?",Why shouldn't we welcome migrants who work in our country?,MIGRANTS,V2
1871,"We are forced to host migrants, not refugees.","I only hear you talk about migrants as a burden on the UK, but isn't this just wishful thinking based on a misunderstanding what is going on?",MIGRANTS,V3
2356,Migrants are a burden to the host country because they are refusing to work.,"Migrants are happy to contribute to the host country's economic growth, in order to give back to it in many ways.",MIGRANTS,V4
384,migrants steal our jobs,"In some critical contexts, where society lives under the heel of the mafia crime (e.g. Villa Literno, Rosarno or in Puglia), migrants have put their life at stake by leading trade union struggles to the benefit of all of those who live and work there.",MIGRANTS,V1
3396,Immigrants are all illegal.,Most immigrants are not illegal. The fact that you say that shows a lack of knowledge of the country you live in. Why are you so sure that all migrants are illegal?,MIGRANTS,V6_sbf
3250,immigrants are bad,Why do you say this about immigrants? They are just people like us.,MIGRANTS,V6_sbf
321,Immigrants hurt the economy of our country by taking jobs and services without paying taxes.,Did you know that immigrants pay between $90 and $140 billion each year in taxes?,MIGRANTS,V1
658,Multiculturalism is just a political degeneration that harms integration within a nation.,"In those countries that are able to accept different cultures, theose cultures became part of the national identity and a source of pride.Look at Canada for example.",MIGRANTS,V1
545,migrants rape our women.,Reports to the violence centers show that women are also raped by 'our' natives.,MIGRANTS,V1
3789,Immigration is bad for the economy.,Most migrants come here to work.,MIGRANTS,V6_kc
423,migrants say they are poor but they have the Iphone,"The reason why migrants arrive here is not always economic, many of them are wealthy people fleeing persecution and wars.",MIGRANTS,V1
974,MIgrants do not contribute to society.,"Migrants often integrate very well into the local culture. So, they do contribute to society.",MIGRANTS,V2
2025,"If people came here to work, our problems would be over.","The problem is not with migrants, but with citizens' attitudes towards migration. How many people say that they would rather their child had a heart attack than to have a migrant in their home? How can problems be solved with such an attitude?",MIGRANTS,V4
